factor_id,order_id,traffic_condition,weather_condition,event_type,recorded_at
4860,4901,Moderate,Clear,,2025-07-23 14:47:26
4861,8070,Moderate,Fog,Strike,2025-09-10 16:53:16
4862,9471,Moderate,Clear,Strike,2025-05-20 14:38:01
4863,1688,Clear,Clear,Festival,2025-08-11 14:19:12
4864,6925,Heavy,Fog,Holiday,2025-01-10 22:57:06
4865,3741,Heavy,Clear,Holiday,2025-07-06 13:20:17
4866,9781,Heavy,Fog,,2025-07-25 17:36:45
4867,993,Heavy,Fog,Festival,2025-03-11 15:31:04
4868,4769,Heavy,Rain,,2025-09-09 03:28:01
4869,5237,Heavy,Fog,Holiday,2025-07-29 13:36:19
4870,6663,Clear,Rain,Festival,2025-06-07 17:07:00
4871,9254,Clear,Clear,,2025-08-03 04:56:28
4872,7359,Heavy,Fog,Festival,2025-01-09 00:54:03
4873,6383,Heavy,Clear,Festival,2025-03-26 05:07:39
4874,4906,Clear,Fog,,2025-05-30 23:42:40
4875,1410,Clear,Clear,,2025-02-28 17:08:26
4876,8974,Heavy,Rain,Holiday,2025-03-25 20:04:49
4877,5378,Moderate,Fog,Holiday,2025-09-10 19:53:23
4878,9108,Moderate,Fog,Holiday,2025-06-16 07:22:33
4879,3316,Moderate,Clear,Holiday,2025-07-02 22:37:11
4880,6623,Clear,Fog,Strike,2025-06-06 15:02:16
4881,6795,Clear,Clear,Strike,2025-01-16 08:50:52
4882,1411,Heavy,Fog,Festival,2025-04-20 11:20:53
4883,1723,Heavy,Rain,,2025-02-21 10:14:50
4884,2454,Clear,Fog,Festival,2025-04-07 18:09:03
4885,3969,Heavy,Fog,Holiday,2025-04-12 09:51:47
4886,638,Heavy,Rain,Holiday,2025-04-11 17:21:11
4887,1907,Moderate,Clear,Strike,2025-02-19 09:48:50
4888,958,Moderate,Fog,Festival,2025-03-14 08:06:32
4889,5767,Clear,Rain,Festival,2025-02-19 10:43:30
4890,6893,Heavy,Fog,Holiday,2025-07-22 12:35:18
4891,1902,Moderate,Clear,Holiday,2025-05-01 11:17:33
4892,3987,Moderate,Fog,Strike,2025-08-18 08:49:22
4893,9458,Heavy,Clear,Festival,2025-03-28 02:17:44
4894,9814,Clear,Clear,,2025-05-19 05:24:17
4895,9392,Clear,Clear,Holiday,2025-01-28 09:53:38
4896,8185,Heavy,Rain,Festival,2025-03-25 22:40:55
4897,6864,Heavy,Fog,Strike,2025-01-12 01:01:57
4898,4789,Clear,Clear,Strike,2025-05-09 06:44:50
4899,1093,Clear,Clear,,2025-02-15 13:09:36
4900,4521,Heavy,Clear,Holiday,2025-09-07 02:16:52
4901,610,Heavy,Clear,Holiday,2025-03-29 09:00:13
4902,425,Clear,Fog,Strike,2025-04-29 07:37:49
4903,8789,Clear,Clear,Strike,2025-06-06 22:34:42
4904,8763,Moderate,Rain,Festival,2025-02-18 22:24:13
4905,1431,Heavy,Fog,Festival,2025-07-04 09:48:06
4906,4941,Moderate,Fog,Festival,2025-08-18 04:07:45
4907,1056,Heavy,Clear,,2025-01-31 08:28:26
4908,6040,Moderate,Clear,Festival,2025-02-08 13:56:07
4909,8287,Heavy,Fog,Holiday,2025-01-13 12:39:44
4910,3850,Clear,Fog,,2025-01-09 15:39:02
4911,728,Heavy,Fog,Holiday,2025-05-05 14:52:41
4912,5116,Heavy,Clear,Strike,2025-04-13 04:44:03
4913,9052,Heavy,Fog,Holiday,2025-07-28 12:16:15
4914,2173,Heavy,Rain,Strike,2025-01-24 20:09:03
4915,9944,Heavy,Clear,Festival,2025-09-04 06:43:13
4916,7637,Clear,Clear,,2025-04-12 16:37:05
4917,6131,Heavy,Clear,Strike,2025-09-07 01:00:07
4918,1037,Heavy,Rain,,2025-04-18 04:36:18
4919,5787,Moderate,Fog,,2025-08-05 02:26:18
4920,4361,Clear,Clear,Holiday,2025-05-10 02:45:06
4921,5606,Clear,Clear,,2025-06-09 22:59:45
4922,3569,Heavy,Fog,,2025-02-12 10:45:56
4923,2995,Moderate,Rain,,2025-02-11 04:30:10
4924,3381,Clear,Rain,Holiday,2025-01-06 01:09:54
4925,7222,Moderate,Rain,Holiday,2025-06-22 19:10:41
4926,237,Clear,Rain,Festival,2025-06-17 18:50:50
4927,3934,Clear,Rain,,2025-05-30 23:27:51
4928,4376,Clear,Rain,Festival,2025-03-21 00:32:35
4929,7016,Heavy,Rain,Strike,2025-08-24 14:44:28
4930,477,Clear,Rain,Festival,2025-03-24 19:42:12
4931,1144,Moderate,Fog,Holiday,2025-05-09 07:53:34
4932,6092,Heavy,Fog,Holiday,2025-03-26 05:00:56
4933,646,Moderate,Rain,Festival,2025-06-08 15:14:29
4934,2139,Moderate,Clear,Strike,2025-07-04 12:12:01
4935,2817,Moderate,Fog,Strike,2025-07-11 13:06:18
4936,4450,Clear,Rain,Strike,2025-03-21 17:03:13
4937,8436,Moderate,Clear,Holiday,2025-01-30 04:27:04
4938,3824,Heavy,Clear,Festival,2025-06-24 11:29:15
4939,8358,Heavy,Rain,Festival,2025-05-26 16:50:56
4940,5607,Moderate,Fog,Festival,2025-04-17 01:20:35
4941,13,Heavy,Rain,,2025-02-16 15:17:35
4942,1533,Heavy,Clear,,2025-01-16 19:45:29
4943,2482,Clear,Fog,,2025-05-28 03:07:08
4944,128,Clear,Rain,Strike,2025-09-11 00:04:02
4945,1183,Heavy,Clear,Holiday,2025-08-03 03:57:55
4946,1020,Moderate,Fog,Festival,2025-06-02 01:08:16
4947,7980,Moderate,Rain,Strike,2025-06-17 14:29:05
4948,1186,Clear,Fog,Festival,2025-01-12 07:44:03
4949,8850,Moderate,Clear,,2025-05-23 05:27:04
4950,6700,Clear,Rain,Holiday,2025-07-09 13:47:28
4951,2244,Clear,Clear,,2025-06-12 19:06:17
4952,3427,Clear,Rain,Holiday,2025-05-09 11:01:41
4953,924,Moderate,Clear,Festival,2025-04-05 14:48:54
4954,8265,Heavy,Fog,Holiday,2025-02-18 04:44:31
4955,771,Heavy,Clear,Holiday,2025-02-19 22:37:22
4956,9217,Heavy,Fog,Strike,2025-02-15 14:11:11
4957,79,Moderate,Rain,Holiday,2025-07-13 22:04:32
4958,8861,Moderate,Clear,Festival,2025-08-14 19:48:57
4959,5632,Clear,Rain,,2025-08-06 04:22:39
4960,1144,Clear,Fog,,2025-02-24 10:27:57
4961,1601,Heavy,Rain,Holiday,2025-01-21 10:08:26
4962,5845,Heavy,Fog,,2025-01-01 16:18:49
4963,1323,Moderate,Fog,Strike,2025-01-28 08:14:09
4964,5253,Moderate,Fog,Strike,2025-02-06 03:20:38
4965,86,Heavy,Rain,,2025-08-04 01:40:13
4966,9720,Moderate,Rain,Festival,2025-01-26 21:24:37
4967,3733,Heavy,Rain,Holiday,2025-07-11 18:44:51
4968,7052,Heavy,Clear,Strike,2025-06-02 17:59:15
4969,2164,Heavy,Rain,Festival,2025-07-07 18:28:45
4970,4208,Moderate,Fog,,2025-04-21 08:28:57
4971,6279,Clear,Fog,Holiday,2025-05-23 12:26:55
4972,6366,Moderate,Rain,Festival,2025-08-09 10:26:39
4973,4813,Heavy,Fog,Festival,2025-02-11 11:56:53
4974,183,Heavy,Clear,,2025-07-29 00:38:27
4975,2966,Clear,Rain,,2025-08-04 17:19:45
4976,5414,Moderate,Clear,Festival,2025-01-02 04:02:39
4977,7852,Clear,Clear,Festival,2025-01-13 05:38:10
4978,6288,Moderate,Fog,Strike,2025-08-12 05:30:24
4979,3887,Heavy,Rain,Festival,2025-06-20 05:08:13
4980,9527,Clear,Rain,,2025-08-08 20:18:05
4981,6984,Clear,Fog,Holiday,2025-01-04 08:12:36
4982,3195,Moderate,Clear,,2025-08-21 13:41:59
4983,1404,Clear,Fog,Festival,2025-06-26 23:12:51
4984,9192,Heavy,Clear,Strike,2025-05-28 19:59:54
4985,9044,Moderate,Fog,,2025-08-24 14:26:34
4986,1550,Moderate,Fog,,2025-04-17 21:42:29
4987,249,Moderate,Clear,,2025-09-12 00:39:14
4988,6224,Moderate,Fog,Festival,2025-05-04 18:39:19
4989,4144,Moderate,Rain,Festival,2025-05-29 22:07:27
4990,3911,Clear,Rain,,2025-07-25 07:59:43
4991,3419,Heavy,Fog,Strike,2025-01-28 06:06:25
4992,733,Moderate,Fog,Strike,2025-03-27 08:37:46
4993,7964,Heavy,Rain,Holiday,2025-09-04 07:11:04
4994,3425,Heavy,Clear,Holiday,2025-05-24 01:18:36
4995,282,Moderate,Rain,Strike,2025-08-07 20:37:59
4996,1026,Heavy,Fog,Holiday,2025-05-22 09:22:10
4997,1203,Heavy,Fog,,2025-08-15 01:03:32
4998,7584,Heavy,Fog,Holiday,2025-05-23 15:21:52
4999,9814,Moderate,Fog,Strike,2025-02-07 00:55:18
5000,5673,Heavy,Rain,,2025-02-14 06:28:06
5001,4896,Clear,Fog,Strike,2025-07-11 23:19:45
5002,603,Clear,Rain,Festival,2025-07-19 09:01:48
5003,2685,Moderate,Clear,Strike,2025-02-07 01:41:10
5004,4742,Heavy,Rain,Holiday,2025-01-02 18:43:06
5005,7910,Heavy,Fog,,2025-08-16 02:42:21
5006,9257,Moderate,Rain,Strike,2025-04-16 02:42:21
5007,605,Clear,Rain,Festival,2025-06-15 04:12:56
5008,2182,Clear,Clear,Festival,2025-03-06 11:53:56
5009,7977,Clear,Clear,,2025-08-27 13:25:46
5010,1306,Moderate,Clear,,2025-02-24 02:24:30
5011,5888,Heavy,Clear,Strike,2025-01-13 07:03:55
5012,6734,Moderate,Rain,Festival,2025-02-14 10:35:56
5013,6183,Heavy,Fog,Holiday,2025-07-22 17:39:30
5014,9424,Moderate,Fog,,2025-04-08 13:16:38
5015,7528,Heavy,Fog,Holiday,2025-03-03 00:10:22
5016,798,Moderate,Rain,Strike,2025-04-12 09:10:36
5017,36,Heavy,Clear,,2025-09-08 19:32:33
5018,8677,Clear,Fog,Holiday,2025-06-08 07:00:59
5019,5098,Moderate,Clear,Festival,2025-01-09 16:46:03
5020,6344,Heavy,Fog,Festival,2025-03-12 10:27:15
5021,8090,Clear,Fog,Festival,2025-07-12 00:20:10
5022,9170,Clear,Rain,Festival,2025-03-20 00:08:35
5023,1527,Moderate,Fog,Festival,2025-04-16 09:12:50
5024,5162,Clear,Rain,Festival,2025-08-29 23:21:30
5025,5671,Moderate,Clear,Strike,2025-05-24 06:43:25
5026,4019,Clear,Rain,Strike,2025-04-11 20:04:31
5027,1748,Clear,Fog,,2025-04-30 05:53:11
5028,5562,Heavy,Clear,Festival,2025-01-17 18:46:42
5029,2195,Clear,Clear,Festival,2025-05-12 04:04:02
5030,6272,Moderate,Rain,Holiday,2025-02-05 12:07:38
5031,8730,Heavy,Fog,,2025-06-06 02:51:46
5032,7734,Moderate,Fog,Festival,2025-01-15 21:22:48
5033,8804,Moderate,Rain,Festival,2025-03-19 07:52:25
5034,9639,Clear,Rain,Festival,2025-07-05 04:03:44
5035,7521,Moderate,Rain,Festival,2025-01-04 20:15:46
5036,6044,Moderate,Rain,Holiday,2025-05-20 19:26:46
5037,548,Heavy,Fog,Holiday,2025-08-13 22:21:45
5038,2438,Clear,Clear,Holiday,2025-07-19 01:48:01
5039,3215,Heavy,Rain,Festival,2025-03-06 05:11:18
5040,8339,Moderate,Clear,Festival,2025-06-27 03:29:19
5041,4107,Clear,Rain,Strike,2025-02-22 21:12:35
5042,14,Moderate,Rain,Festival,2025-02-09 14:50:48
5043,5883,Clear,Fog,Strike,2025-07-24 16:47:18
5044,7879,Moderate,Fog,Holiday,2025-04-09 07:35:30
5045,1881,Moderate,Rain,Strike,2025-04-13 01:58:11
5046,4364,Moderate,Rain,Festival,2025-01-03 11:37:26
5047,449,Moderate,Rain,Festival,2025-02-23 20:52:38
5048,5494,Clear,Rain,Festival,2025-04-05 22:20:48
5049,2671,Clear,Rain,Holiday,2025-08-21 16:43:32
5050,3409,Clear,Rain,,2025-07-16 06:39:19
5051,7707,Moderate,Fog,Strike,2025-05-30 03:57:11
5052,370,Clear,Clear,,2025-05-01 10:20:54
5053,930,Clear,Rain,Holiday,2025-07-14 12:45:16
5054,5780,Heavy,Rain,Strike,2025-04-25 21:21:54
5055,4482,Heavy,Fog,Holiday,2025-08-30 05:54:23
5056,1562,Moderate,Fog,,2025-06-29 06:32:45
5057,4908,Moderate,Clear,Strike,2025-08-01 11:59:14
5058,2599,Clear,Rain,Strike,2025-04-13 06:49:27
5059,511,Heavy,Clear,Strike,2025-06-03 16:11:01
5060,1548,Clear,Rain,Strike,2025-05-31 16:18:37
5061,1801,Clear,Rain,Strike,2025-06-29 08:57:17
5062,7850,Heavy,Clear,Strike,2025-02-17 17:18:23
5063,4391,Heavy,Rain,Festival,2025-08-23 15:21:05
5064,327,Moderate,Clear,Holiday,2025-03-03 15:41:47
5065,5857,Clear,Rain,Strike,2025-04-18 00:12:53
5066,938,Clear,Rain,Strike,2025-08-30 21:58:24
5067,5311,Heavy,Clear,Holiday,2025-08-16 18:44:45
5068,759,Clear,Clear,Strike,2025-05-19 15:56:08
5069,947,Clear,Rain,,2025-02-05 01:50:51
5070,8092,Moderate,Rain,Strike,2025-02-27 09:09:50
5071,5148,Moderate,Fog,Festival,2025-07-09 16:50:19
5072,1237,Moderate,Fog,Strike,2025-07-05 01:43:16
5073,3543,Moderate,Fog,Holiday,2025-02-24 06:33:32
5074,7559,Moderate,Fog,Holiday,2025-07-23 22:19:46
5075,6719,Clear,Fog,Strike,2025-05-09 22:47:08
5076,4501,Moderate,Rain,Festival,2025-01-10 23:51:06
5077,9518,Clear,Fog,Festival,2025-05-31 03:18:01
5078,9661,Clear,Fog,Festival,2025-08-01 13:30:02
5079,8589,Heavy,Fog,,2025-02-11 20:15:15
5080,4117,Heavy,Rain,,2025-01-31 07:42:37
5081,546,Heavy,Clear,Holiday,2025-07-14 20:25:49
5082,6544,Clear,Rain,Strike,2025-01-11 15:16:23
5083,7902,Moderate,Rain,Festival,2025-01-14 13:00:56
5084,7376,Heavy,Fog,Holiday,2025-02-20 06:09:09
5085,2163,Heavy,Clear,,2025-05-08 07:13:08
5086,5464,Clear,Fog,,2025-05-22 13:08:47
5087,3824,Heavy,Clear,Holiday,2025-07-20 09:52:55
5088,9297,Clear,Fog,,2025-07-29 16:22:08
5089,1750,Clear,Rain,Festival,2025-02-06 06:57:58
5090,7787,Heavy,Rain,,2025-05-05 12:53:23
5091,6248,Moderate,Fog,Holiday,2025-04-14 10:36:27
5092,9585,Heavy,Clear,Strike,2025-03-30 02:37:49
5093,9750,Moderate,Rain,Festival,2025-01-23 06:07:05
5094,4548,Clear,Clear,,2025-03-08 23:26:44
5095,6650,Clear,Rain,,2025-01-13 20:57:31
5096,5038,Clear,Fog,Strike,2025-02-28 10:13:49
5097,7562,Clear,Rain,Festival,2025-02-25 16:06:02
5098,9993,Heavy,Clear,Strike,2025-02-05 07:42:32
5099,6836,Clear,Clear,Strike,2025-03-24 12:32:14
5100,7192,Clear,Fog,Festival,2025-05-11 23:06:18
5101,5844,Clear,Clear,Holiday,2025-03-24 23:23:12
5102,9286,Clear,Clear,Holiday,2025-01-01 15:04:16
5103,1264,Moderate,Rain,Strike,2025-03-15 14:21:03
5104,5224,Clear,Fog,Holiday,2025-03-31 00:56:50
5105,9676,Heavy,Fog,,2025-02-10 16:58:52
5106,4353,Heavy,Rain,,2025-01-14 05:08:52
5107,4893,Moderate,Clear,Holiday,2025-01-07 16:04:37
5108,9019,Moderate,Rain,Holiday,2025-05-21 09:55:25
5109,4515,Heavy,Clear,,2025-07-10 22:46:41
5110,5429,Clear,Rain,Holiday,2025-07-19 16:01:38
5111,119,Clear,Clear,,2025-07-16 04:25:12
5112,2742,Clear,Fog,Strike,2025-02-14 07:34:22
5113,8645,Moderate,Rain,,2025-04-16 02:06:15
5114,3158,Moderate,Fog,Festival,2025-07-06 20:36:11
5115,5025,Clear,Rain,Festival,2025-01-07 10:00:49
5116,2470,Moderate,Clear,Festival,2025-06-12 12:34:48
5117,793,Clear,Rain,Holiday,2025-08-10 20:32:35
5118,675,Clear,Clear,Festival,2025-02-09 19:56:35
5119,7862,Heavy,Rain,Strike,2025-05-13 18:12:38
5120,4335,Heavy,Rain,Strike,2025-09-03 09:36:56
5121,8533,Heavy,Rain,Festival,2025-05-06 13:16:49
5122,6466,Heavy,Fog,Holiday,2025-08-03 22:16:21
5123,1907,Clear,Rain,Holiday,2025-06-17 06:24:01
5124,6734,Moderate,Rain,Holiday,2025-02-10 14:02:50
5125,4071,Heavy,Clear,Strike,2025-07-15 01:36:27
5126,6757,Clear,Fog,,2025-03-29 12:00:58
5127,8075,Clear,Fog,Strike,2025-02-16 07:46:53
5128,8651,Heavy,Rain,Festival,2025-03-17 21:44:01
5129,8116,Heavy,Fog,Festival,2025-05-24 05:24:25
5130,1008,Moderate,Fog,Holiday,2025-06-17 16:15:53
5131,3392,Clear,Rain,Festival,2025-09-02 14:58:20
5132,8150,Clear,Clear,Festival,2025-09-07 12:08:32
5133,4900,Clear,Clear,,2025-01-26 22:43:23
5134,6926,Clear,Clear,Strike,2025-03-12 03:19:12
5135,1416,Moderate,Rain,,2025-07-17 22:41:06
5136,5422,Moderate,Clear,Holiday,2025-02-12 17:56:28
5137,5835,Clear,Clear,Festival,2025-05-17 13:20:25
5138,2072,Clear,Fog,Festival,2025-01-04 03:50:40
5139,328,Heavy,Clear,Strike,2025-06-30 10:49:48
5140,6234,Moderate,Clear,Festival,2025-04-28 21:55:48
5141,9979,Moderate,Clear,Strike,2025-06-05 12:02:05
5142,4762,Moderate,Fog,,2025-04-19 19:02:21
5143,8193,Clear,Rain,Strike,2025-08-04 23:31:08
5144,635,Clear,Rain,Festival,2025-05-04 22:42:07
5145,2883,Moderate,Fog,Festival,2025-01-06 12:16:03
5146,2461,Heavy,Rain,,2025-07-24 06:23:39
5147,7586,Heavy,Rain,Festival,2025-04-14 10:37:00
5148,8769,Heavy,Rain,Strike,2025-04-02 17:03:21
5149,7526,Heavy,Rain,Strike,2025-09-07 11:07:30
5150,9639,Moderate,Rain,Holiday,2025-08-03 02:27:37
5151,2784,Moderate,Rain,,2025-05-16 09:32:47
5152,9905,Moderate,Fog,Festival,2025-06-07 22:07:04
5153,118,Clear,Fog,Festival,2025-02-16 23:57:38
5154,4357,Clear,Rain,Festival,2025-08-19 10:03:52
5155,2139,Heavy,Rain,Festival,2025-03-18 13:11:58
5156,8998,Heavy,Fog,Festival,2025-06-22 14:28:39
5157,4215,Clear,Rain,Strike,2025-02-18 16:43:25
5158,8564,Heavy,Clear,,2025-01-27 11:15:16
5159,2703,Clear,Rain,Festival,2025-03-05 23:01:44
5160,9454,Clear,Clear,Strike,2025-08-08 18:53:05
5161,8305,Heavy,Rain,,2025-07-15 23:08:22
5162,8705,Moderate,Rain,Holiday,2025-04-14 19:30:35
5163,4548,Moderate,Fog,Festival,2025-02-22 09:42:38
5164,6422,Moderate,Fog,Strike,2025-07-11 21:51:49
5165,2609,Clear,Clear,,2025-08-11 21:50:06
5166,5018,Heavy,Clear,Festival,2025-02-06 04:11:19
5167,7996,Moderate,Rain,,2025-08-07 08:00:20
5168,7180,Heavy,Clear,,2025-07-22 19:01:36
5169,5219,Moderate,Clear,Strike,2025-03-19 06:10:45
5170,2616,Heavy,Rain,,2025-03-24 07:21:24
5171,678,Moderate,Clear,Festival,2025-07-05 08:54:23
5172,8012,Clear,Clear,,2025-07-17 22:15:14
5173,4794,Moderate,Rain,Festival,2025-01-07 00:11:03
5174,9650,Heavy,Clear,Strike,2025-04-07 02:46:51
5175,1308,Moderate,Rain,Festival,2025-07-01 00:01:38
5176,2521,Moderate,Fog,Festival,2025-09-05 06:37:58
5177,6190,Moderate,Rain,Strike,2025-01-10 02:41:46
5178,2203,Clear,Fog,Strike,2025-07-02 11:24:18
5179,5265,Moderate,Clear,,2025-06-25 18:40:07
5180,790,Clear,Rain,Holiday,2025-08-25 07:12:15
5181,7989,Moderate,Fog,Festival,2025-03-13 20:52:21
5182,4387,Moderate,Fog,Festival,2025-04-27 11:10:36
5183,2278,Clear,Fog,Strike,2025-08-31 11:25:06
5184,2026,Clear,Clear,Strike,2025-07-19 14:04:15
5185,4937,Moderate,Rain,Strike,2025-08-10 12:36:54
5186,2767,Heavy,Rain,,2025-03-28 05:02:13
5187,5093,Clear,Clear,Festival,2025-08-24 00:03:46
5188,9356,Moderate,Clear,Strike,2025-08-22 04:56:41
5189,2192,Moderate,Fog,Holiday,2025-05-18 21:02:27
5190,9631,Heavy,Rain,Festival,2025-08-11 00:45:25
5191,1577,Clear,Rain,Festival,2025-01-10 12:31:42
5192,9829,Heavy,Rain,Holiday,2025-04-03 03:03:56
5193,5157,Moderate,Rain,,2025-08-23 07:55:10
5194,5019,Moderate,Rain,Holiday,2025-09-10 04:55:06
5195,7666,Moderate,Rain,Strike,2025-06-06 22:22:03
5196,8541,Heavy,Clear,Holiday,2025-05-20 12:35:31
5197,8579,Clear,Clear,Holiday,2025-04-09 10:25:34
5198,697,Moderate,Fog,,2025-07-04 17:38:33
5199,3093,Moderate,Rain,,2025-01-25 20:23:00
5200,5146,Moderate,Rain,Holiday,2025-04-19 00:57:48
5201,7708,Heavy,Fog,,2025-08-28 19:43:52
5202,4450,Moderate,Clear,Strike,2025-07-27 19:28:40
5203,2709,Clear,Fog,Holiday,2025-02-20 01:58:16
5204,3629,Moderate,Fog,Holiday,2025-06-30 04:07:13
5205,1833,Clear,Clear,Holiday,2025-05-26 15:53:23
5206,6472,Clear,Fog,,2025-08-04 14:15:08
5207,5935,Heavy,Clear,,2025-05-30 07:30:58
5208,1413,Clear,Rain,Holiday,2025-08-21 02:23:57
5209,1141,Moderate,Fog,,2025-06-26 21:53:32
5210,2458,Heavy,Fog,Festival,2025-05-22 19:17:59
5211,8970,Clear,Fog,,2025-04-14 13:57:05
5212,9429,Heavy,Rain,Strike,2025-07-27 06:53:11
5213,5930,Clear,Fog,Holiday,2025-09-05 17:46:01
5214,9712,Moderate,Clear,Strike,2025-06-19 16:40:28
5215,9468,Moderate,Fog,Holiday,2025-05-23 17:29:22
5216,4677,Heavy,Rain,,2025-05-08 19:11:23
5217,9213,Moderate,Rain,Strike,2025-01-13 12:33:35
5218,9688,Moderate,Rain,Festival,2025-05-20 01:30:46
5219,8865,Moderate,Rain,Holiday,2025-02-15 01:21:17
5220,4476,Heavy,Fog,Strike,2025-03-23 07:56:21
5221,6813,Heavy,Rain,Festival,2025-04-07 14:19:00
5222,6493,Moderate,Clear,Festival,2025-04-26 22:44:27
5223,2721,Heavy,Fog,Strike,2025-03-07 18:49:17
5224,2440,Heavy,Fog,Festival,2025-02-14 01:54:22
5225,1659,Moderate,Clear,Strike,2025-05-28 21:45:24
5226,3002,Clear,Clear,Festival,2025-03-16 08:21:17
5227,1847,Moderate,Fog,Festival,2025-08-17 15:16:36
5228,4491,Moderate,Rain,,2025-08-16 07:04:03
5229,9081,Moderate,Rain,Holiday,2025-03-19 20:04:57
5230,4396,Heavy,Rain,,2025-02-04 05:07:55
5231,2115,Heavy,Fog,Festival,2025-07-11 02:28:17
5232,6595,Moderate,Fog,,2025-01-09 04:20:31
5233,8590,Clear,Rain,Festival,2025-03-15 13:40:37
5234,5467,Clear,Clear,,2025-07-26 13:37:58
5235,786,Clear,Clear,Holiday,2025-03-18 12:22:23
5236,7486,Moderate,Rain,,2025-02-09 18:47:06
5237,8175,Heavy,Clear,,2025-03-04 08:57:44
5238,6127,Moderate,Rain,Festival,2025-03-26 09:49:09
5239,8702,Heavy,Fog,Festival,2025-09-01 18:51:01
5240,8617,Heavy,Clear,,2025-03-21 11:37:11
5241,8487,Moderate,Rain,Holiday,2025-09-08 03:38:13
5242,4738,Heavy,Rain,,2025-05-06 08:19:58
5243,1711,Heavy,Fog,Strike,2025-07-29 04:44:06
5244,9097,Heavy,Rain,Strike,2025-06-23 14:53:51
5245,8872,Heavy,Fog,Strike,2025-03-09 10:51:48
5246,3198,Moderate,Rain,Festival,2025-09-09 20:28:53
5247,8798,Clear,Fog,,2025-08-24 07:22:41
5248,7955,Moderate,Clear,Holiday,2025-02-02 15:53:45
5249,4404,Moderate,Rain,Strike,2025-03-23 20:48:50
5250,5114,Moderate,Fog,Holiday,2025-02-20 15:22:17
5251,9500,Heavy,Rain,,2025-08-05 20:17:53
5252,1719,Clear,Rain,Festival,2025-05-21 00:55:57
5253,31,Moderate,Clear,Festival,2025-08-05 16:04:32
5254,489,Moderate,Clear,Festival,2025-02-01 07:39:11
5255,3695,Moderate,Fog,Strike,2025-01-02 19:56:38
5256,8916,Moderate,Fog,Strike,2025-04-18 10:03:51
5257,3124,Clear,Fog,Strike,2025-06-01 17:20:11
5258,8786,Heavy,Fog,Strike,2025-01-13 18:01:18
5259,7749,Heavy,Rain,,2025-04-09 10:46:21
5260,6186,Moderate,Fog,Festival,2025-08-17 04:23:08
5261,378,Clear,Fog,Festival,2025-05-07 16:03:13
5262,7443,Heavy,Rain,Holiday,2025-02-28 13:53:54
5263,4667,Clear,Fog,,2025-08-19 04:17:27
5264,4302,Heavy,Fog,Festival,2025-05-22 03:14:48
5265,4851,Clear,Fog,,2025-09-01 10:18:48
5266,8645,Clear,Rain,Strike,2025-01-26 07:46:20
5267,7682,Heavy,Fog,,2025-03-08 02:47:25
5268,6076,Heavy,Fog,Festival,2025-05-11 14:25:33
5269,9494,Heavy,Rain,Strike,2025-04-27 12:34:52
5270,5182,Moderate,Clear,,2025-02-23 09:04:00
5271,53,Moderate,Fog,Strike,2025-06-14 02:37:03
5272,7933,Clear,Fog,Festival,2025-03-24 02:53:05
5273,2074,Clear,Rain,,2025-07-13 21:36:53
5274,454,Clear,Clear,,2025-08-13 09:43:06
5275,8833,Clear,Clear,Festival,2025-04-03 23:33:40
5276,3849,Moderate,Rain,,2025-05-04 17:04:38
5277,9600,Moderate,Fog,,2025-06-26 01:05:22
5278,1312,Heavy,Rain,,2025-05-02 01:29:45
5279,4222,Heavy,Clear,Festival,2025-08-14 10:11:12
5280,2368,Clear,Clear,Holiday,2025-02-09 10:44:45
5281,7560,Clear,Rain,,2025-04-11 23:56:00
5282,8559,Clear,Clear,Holiday,2025-03-13 06:34:05
5283,2729,Heavy,Fog,,2025-05-01 21:08:12
5284,1541,Heavy,Clear,Strike,2025-03-27 08:49:51
5285,4784,Moderate,Fog,Strike,2025-02-28 11:18:01
5286,6863,Heavy,Rain,Holiday,2025-06-09 10:30:45
5287,2118,Heavy,Fog,Holiday,2025-06-03 16:55:02
5288,9446,Heavy,Clear,Strike,2025-08-13 06:46:25
5289,1727,Moderate,Clear,Festival,2025-03-19 22:19:08
5290,9857,Moderate,Fog,,2025-04-20 20:27:16
5291,2597,Heavy,Fog,Festival,2025-07-25 22:09:18
5292,5442,Clear,Rain,Festival,2025-02-24 07:45:46
5293,914,Clear,Clear,Strike,2025-01-12 07:54:55
5294,2159,Moderate,Clear,Strike,2025-09-05 09:58:39
5295,7630,Heavy,Fog,Holiday,2025-06-30 13:24:45
5296,3594,Clear,Rain,Holiday,2025-05-14 12:17:59
5297,448,Heavy,Clear,,2025-03-30 02:42:44
5298,1034,Heavy,Fog,,2025-01-04 07:29:09
5299,6064,Heavy,Clear,,2025-04-11 16:49:23
5300,3062,Clear,Fog,,2025-03-09 04:21:14
5301,1614,Heavy,Clear,Holiday,2025-08-12 05:29:01
5302,98,Moderate,Rain,Strike,2025-01-12 01:35:03
5303,4766,Moderate,Fog,Holiday,2025-01-17 13:00:17
5304,3969,Heavy,Clear,Holiday,2025-09-03 14:05:44
5305,5446,Clear,Clear,,2025-04-02 15:08:14
5306,7115,Moderate,Clear,Festival,2025-06-09 18:01:37
5307,1766,Heavy,Fog,Holiday,2025-05-20 03:02:46
5308,6442,Clear,Clear,,2025-07-06 11:16:20
5309,5856,Clear,Fog,,2025-02-15 17:09:35
